topic,topic_talkid
creativity,1410
design,1410
humor,1410
literature,1410
health_care,1411
interface_design,1411
medical_research,1411
technology,1411
TED_Fellows,1413
architecture,1413
design,1413
smell,1413
technology,1413
human_body,1413
TED-Ed,1415
culture,1415
entertainment,1415
language,1415
poetry,1415
youth,1415
TEDYouth,1415
TEDx,1412
agriculture,1412
environment,1412
global_issues,1412
global_commons,1412
creativity,1416
design,1416
memory,1416
storytelling,1416
community,1416
TEDx,1417
animals,1417
community,1417
monkeys,1417
morality,1417
science,1417
TEDx,1418
culture,1418
global_issues,1418
health_care,1418
population,1418
sex,1418
TEDx,1419
engineering,1419
health,1419
heart_health,1419
innovation,1419
medicine,1419
science,1419
technology,1419
biology,1419
biomechanics,1419
physiology,1419
biotech,1419
design,1419
future,1419
health_care,1419
medical_research,1419
product_design,1419
materials,1419
Surgery,1419
collaboration,1419
disease,1419
Asia,1420
TED_Fellows,1420
china,1420
culture,1420
entertainment,1420
music,1420
world_cultures,1420
live_music,1420
health_care,1421
heart_health,1421
medicine,1421
business,1422
entrepreneur,1422
law,1422
art,1423
culture,1423
global_issues,1423
photography,1423
TEDx,1424
aging,1424
culture,1424
science,1424
women,1424
happiness,1424
mind,1424
health,1424
humanity,1424
life,1424
personal_growth,1424
mental_health,1424
psychology,1424
population,1424
emotions,1424
TED_Fellows,1425
ancient_world,1425
bacteria,1425
evolution,1425
medicine,1425
paleontology,1425
science,1425
biology,1425
anthropology,1425
disease,1425
food,1425
genetics,1425
history,1425
health,1425
innovation,1425
String_theory,1426
cosmos,1426
physics,1426
science,1426
time,1426
universe,1426
Planets,1426
space,1426
astronomy,1426
exploration,1426
math,1426
dark_matter,1426
big_bang,1426
TEDx,1427
business,1427
community,1427
consumerism,1427
happiness,1427
money,1427
philanthropy,1427
psychology,1427
TED-Ed,1428
science,1428
physics,1428
nanoscale,1428
chemistry,1428
quantum_physics,1428
Brazil,1429
TED_Prize,1429
cities,1429
technology,1429
urban_planning,1429
infrastructure,1429
South_America,1429
activism,1430
bullying,1430
culture,1430
global_issues,1430
health,1430
youth,1430
TEDx,1431
entertainment,1431
green,1431
hack,1431
humor,1431
materials,1431
simplicity,1431
TEDx,1432
gaming,1432
global_issues,1432
history,1432
social_change,1432
architecture,1433
cities,1433
creativity,1433
museums,1433
alternative_energy,1434
energy,1434
science,1434
solar_energy,1434
technology,1434
wind_energy,1434
engineering,1434
climate_change,1434
invention,1434
innovation,1434
design,1434
economics,1434
business,1434
green,1434
future,1434
materials,1434
industrial_design,1434
environment,1434
sustainability,1434
natural_resources,1434
electricity,1434
art,1435
culture,1435
design,1435
nature,1435
Internet,1436
advertising,1436
business,1436
privacy,1436
technology,1436
TEDx,1437
advertising,1437
culture,1437
humor,1437
psychology,1437
TEDx,1438
entertainment,1438
fashion,1438
feminism,1438
identity,1438
youth,1438
TEDx,1439
beauty,1439
fashion,1439
global_issues,1439
photography,1439
race,1439
culture,1440
entertainment,1440
history,1440
music,1440
live_music,1440
data,1441
philosophy,1441
animals,1442
film,1442
nature,1442
science,1442
science_and_art,1442
art,1442
adventure,1442
biodiversity,1442
exploration,1442
biology,1442
life,1442
travel,1442
cosmos,1442
environment,1442
photography,1442
brain,1443
culture,1443
memory,1443
neuroscience,1443
science,1443
cognitive_science,1443
psychology,1443
mind,1443
intelligence,1443
marketing,1444
technology,1444
web,1444
TEDx,1446
business,1446
history,1446
music,1446
TEDx,1445
global_issues,1445
health,1445
insects,1445
medicine,1445
brain,1447
culture,1447
neuroscience,1447
psychology,1447
science,1447
happiness,1447
sociology,1447
decision-making,1447
cognitive_science,1447
behavioral_economics,1447
life,1447
mind,1447
personality,1447
TED_Fellows,1448
history,1448
language,1448
literature,1448
math,1448
science,1448
collaboration,1448
anthropology,1448
algorithm,1448
creativity,1449
design,1449
fear,1449
technology,1449
TED_Fellows,1450
art,1450
biotech,1450
neuroscience,1450
science,1450
technology,1450
brain,1450
science_and_art,1450
cognitive_science,1450
engineering,1450
biology,1450
physiology,1450
medical_research,1450
biomimicry,1450
TED_Prize,1451
community,1451
photography,1451
art,1451
public_spaces,1451
TEDx,1452
design,1452
disaster_relief,1452
global_issues,1452
natural_disaster,1452
TEDx,1453
biodiversity,1453
biology,1453
microbiology,1453
oceans,1453
science,1453
nanoscale,1453
environment,1453
health,1453
bacteria,1453
disease,1453
microbes,1453
pollution,1453
climate_change,1453
innovation,1453
biotech,1453
bacteria,1454
biodiversity,1454
exploration,1454
microbiology,1454
science,1454
virus,1454
disease,1454
biology,1454
DNA,1454
environment,1454
genetics,1454
medical_research,1454
public_health,1454
nanoscale,1454
Vaccines,1454
TEDx,1455
data,1455
global_issues,1455
population,1455
presentation,1455
religion,1455
entertainment,1456
magic,1456
storytelling,1456
personal_growth,1456
AIDS,1457
TEDx,1457
global_issues,1457
health,1457
law,1457
HIV,1457
entertainment,1458
humor,1458
live_music,1458
music,1458
performance,1458
poetry,1458
comedy,1458
TEDx,1460
alternative_energy,1460
climate_change,1460
data,1460
global_issues,1460
math,1460
solar_energy,1460
sustainability,1460
wind_energy,1460
electricity,1460
AI,1459
TEDx,1459
art,1459
robots,1459
science,1459
social_media,1459
science_and_art,1459
community,1459
garden,1459
computers,1459
philosophy,1459
Internet,1459
interface_design,1459
programming,1459
open-source,1459
collaboration,1459
software,1459
machine_learning,1459
biotech,1459
Internet,1461
TEDx,1461
ancient_world,1461
art,1461
history,1461
library,1461
museums,1461
open-source,1461
books,1461
archaeology,1461
Egypt,1462
TEDx,1462
data,1462
economics,1462
protests,1462
women,1462
TEDx,1463
communication,1463
culture,1463
design,1463
life,1463
morality,1463
philosophy,1463
culture,1464
dance,1464
entertainment,1464
technology,1464
TEDx,1465
astronomy,1465
extraterrestrial_life,1465
life,1465
science,1465
technology,1465
space,1465
cosmos,1465
Planets,1465
exploration,1465
data,1465
math,1465
future,1465
NASA,1465
universe,1465
humanity,1465
prediction,1465
philosophy,1465
TEDx,1466
security,1466
self,1466
technology,1466
TEDx,1467
brain,1467
culture,1467
evolution,1467
genetics,1467
science,1467
bioethics,1467
DNA,1467
Planets,1467
astronomy,1467
history,1467
life,1467
biology,1467
biodiversity,1467
physiology,1467
future,1467
innovation,1467
technology,1467
biotech,1467
Autism_spectrum_disorder,1467
population,1467
biology,1468
science,1468
sex,1468
biodiversity,1468
physiology,1468
biomechanics,1468
health,1468
evolution,1468
animals,1468
nature,1468
humor,1468
human_body,1468
culture,1469
history,1469
language,1469
math,1469
TED_Fellows,1470
mining,1470
science,1470
technology,1470
water,1470
oceans,1470
bacteria,1470
biology,1470
chemistry,1470
environment,1470
sustainability,1470
biotech,1470
molecular_biology,1470
innovation,1470
natural_resources,1470
architecture,1471
design,1471
humor,1471
comedy,1471
Autism_spectrum_disorder,1472
TEDx,1472
cognitive_science,1472
mental_health,1472
psychology,1472
science,1472
medicine,1472
medical_research,1472
disability,1472
brain,1472
biology,1472
health,1472
children,1472
neuroscience,1472
monkeys,1472
mind,1472
public_health,1472
genetics,1472
empathy,1472
design,1474
humor,1474
journalism,1474
global_issues,1475
health,1475
health_care,1475
medicine,1475
poverty,1475
public_health,1475
social_change,1475
society,1475
art,1476
children,1476
culture,1476
film,1476
storytelling,1476
youth,1476
movies,1476
Egypt,1477
TED_Fellows,1477
exploration,1477
history,1477
science,1477
space,1477
technology,1477
ancient_world,1477
Africa,1477
collaboration,1477
innovation,1477
anthropology,1477
computers,1477
NASA,1477
geology,1477
archaeology,1477
LGBT,1478
TEDx,1478
gender,1478
humor,1478
inequality,1478
love,1478
sex,1478
social_change,1478
gender_equality,1478
TEDx,1479
collaboration,1479
innovation,1479
open-source,1479
skateboarding,1479
TEDx,1473
global_issues,1473
journalism,1473
media,1473
women,1473
TEDx,1480
death,1480
global_issues,1480
law,1480
prison,1480
storytelling,1480
justice_system,1480
cancer,1481
health,1481
health_care,1481
medicine,1481
science,1481
activism,1481
aging,1481
disease,1481
bioethics,1481
society,1481
culture,1481
sports,1481
public_health,1481
storytelling,1482
technology,1482
science_and_art,1482
invention,1482
design,1482
science,1482
industrial_design,1482
art,1482
Internet,1482
visualizations,1482
Internet,1487
computers,1487
education,1487
global_issues,1487
TEDx,1483
entertainment,1483
environment,1483
global_issues,1483
innovation,1483
invention,1483
science,1483
solar_energy,1483
sports,1483
sustainability,1483
engineering,1483
weather,1483
energy,1483
ecology,1483
design,1483
industrial_design,1483
infrastructure,1483
architecture,1483
alternative_energy,1483
public_spaces,1483
Planets,1488
TEDx,1488
demo,1488
exploration,1488
science,1488
software,1488
space,1488
technology,1488
cosmos,1488
visualizations,1488
astronomy,1488
Moon,1488
computers,1488
NASA,1488
solar_system,1488
TEDx,1489
business,1489
global_issues,1489
india,1489
innovation,1489
TED_Prize,1485
education,1485
failure,1485
math,1485
science,1485
storytelling,1485
success,1485
youth,1485
technology,1485
humanity,1485
society,1485
social_change,1485
future,1485
biology,1485
medical_research,1485
work,1485
potential,1485
Internet,1490
TEDx,1490
entertainment,1490
science,1490
web,1490
wikipedia,1490
future,1490
insects,1490
nature,1490
life,1490
humor,1490
creativity,1491
drones,1491
open-source,1491
robots,1491
technology,1491
code,1491
education,1491
business,1492
future,1492
technology,1492
brain,1494
depression,1494
health_care,1494
mental_health,1494
demo,1495
innovation,1495
magic,1495
physics,1495
science,1495
technology,1495
energy,1495
engineering,1495
invention,1495
materials,1495
nanoscale,1495
alternative_energy,1495
design,1495
potential,1495
quantum_physics,1495
TED_Fellows,1498
aging,1498
disease,1498
health,1498
medicine,1498
science,1498
mental_health,1498
illness,1498
life,1498
philosophy,1498
death,1498
future,1498
neuroscience,1498
mind,1498
brain,1498
compassion,1498
family,1498
psychology,1498
health_care,1498
self,1498
"""Alzheimer",1498
"s""",1498
TEDx,1484
art,1484
entertainment,1484
goal-setting,1484
life,1484
social_media,1484
storytelling,1484
technology,1484
TED_Fellows,1499
TEDx,1499
global_issues,1499
oceans,1499
open-source,1499
TED_Fellows,1500
entertainment,1500
live_music,1500
music,1500
body_language,1501
entertainment,1501
gaming,1501
medicine,1501
science,1501
aging,1501
life,1501
philosophy,1501
social_media,1501
social_change,1501
happiness,1501
illness,1501
cognitive_science,1501
psychology,1501
mind,1501
neuroscience,1501
motivation,1501
technology,1501
compassion,1501
self,1501
health,1501
health_care,1501
biology,1503
health,1503
microbiology,1503
science,1503
bacteria,1503
microbes,1503
biodiversity,1503
disease,1503
environment,1503
nanoscale,1503
genetics,1503
illness,1503
DNA,1503
medical_research,1503
medicine,1503
Surgery,1503
nature,1503
physiology,1503
pregnancy,1503
health_care,1503
TEDx,1506
cars,1506
future,1506
technology,1506
driverless_cars,1506
Internet,1496
crime,1496
future,1496
global_issues,1496
law,1496
open-source,1496
security,1496
technology,1496
terrorism,1496
violence,1496
surveillance,1496
creativity,1505
music,1505
visualizations,1505
TEDx,1507
global_issues,1507
hack,1507
security,1507
technology,1507
TED_Fellows,1508
design,1508
history,1508
memory,1508
online_video,1508
storytelling,1508
art,1508
biology,1509
cancer,1509
health_care,1509
science,1509
health,1509
chemistry,1509
molecular_biology,1509
genetics,1509
DNA,1509
microbiology,1509
women,1509
medical_research,1509
illness,1509
disease,1509
medicine,1509
innovation,1509
global_issues,1510
goal-setting,1510
health_care,1510
poverty,1510
global_development,1510
TEDx,1514
business,1514
cancer,1514
choice,1514
decision-making,1514
health_care,1514
demo,1515
design,1515
interface_design,1515
science,1515
technology,1515
communication,1515
augmented_reality,1515
art,1515
computers,1515
open-source,1515
science_and_art,1515
empathy,1515
engineering,1515
programming,1515
innovation,1515
code,1515
software,1515
Senses,1512
art,1512
design,1512
entertainment,1512
innovation,1512
music,1512
prosthetics,1512
sound,1512
technology,1512
TEDx,1517
computers,1517
engineering,1517
history,1517
technology,1517
women,1517
TEDx,1516
global_issues,1516
technology,1516
collaboration,1513
global_issues,1513
open-source,1513
peace,1513
social_media,1513
terrorism,1513
violence,1513
war,1513
Europe,1518
data,1518
technology,1518
telecom,1518
entertainment,1521
history,1521
storytelling,1521
art,1521
innovation,1520
invention,1520
photography,1520
technology,1520
algorithm,1519
architecture,1519
design,1519
math,1519
software,1519
science_and_art,1519
biomimicry,1519
TEDx,1522
animals,1522
bees,1522
cities,1522
global_issues,1522
insects,1522
science,1522
environment,1522
nature,1522
agriculture,1522
activism,1522
biology,1522
botany,1522
plants,1522
climate_change,1522
sustainability,1522
infrastructure,1522
ecology,1522
urban_planning,1522
natural_resources,1522
TEDx,1528
culture,1528
disability,1528
photography,1528
storytelling,1528
violence,1528
war,1528
journalism,1528
personal_growth,1528
Asia,1523
china,1523
global_issues,1523
journalism,1523
social_media,1523
technology,1523
TEDx,1530
business,1530
education,1530
garden,1530
green,1530
Internet,1531
computers,1531
education,1531
global_issues,1531
code,1531
Asia,1532
culture,1532
disaster_relief,1532
memory,1532
photography,1532
storytelling,1532
TEDx,1526
art,1526
composing,1526
music,1526
creativity,1526
live_music,1526
entertainment,1526
TEDx,1543
complexity,1543
crime,1543
math,1543
science,1543
algorithm,1543
physics,1543
anthropology,1543
behavioral_economics,1543
economics,1543
population,1543
biomimicry,1543
prediction,1543
sociology,1543
decision-making,1543
culture,1543
life,1543
TEDx,1542
activism,1542
global_issues,1542
peace,1542
terrorism,1542
violence,1542
war,1542
business,1533
leadership,1533
women_in_business,1533
TED_Fellows,1534
disease,1534
global_issues,1534
innovation,1534
math,1534
medicine,1534
science,1534
speech,1534
technology,1534
neuroscience,1534
illness,1534
aging,1534
machine_learning,1534
disability,1534
brain,1534
cognitive_science,1534
computers,1534
health,1534
health_care,1534
programming,1534
mind,1534
